cli_pl_header	cli_pl_body	cli_cont_len	srv_pl_header	srv_pl_body	srv_cont_len	aggregated_sessions	bytes	net_samples	tcp_frag	tcp_pkts	tcp_retr	tcp_ooo	cli_tcp_pkts	cli_tcp_ooo	cli_tcp_retr	cli_tcp_frag	cli_tcp_empty	cli_win_change	cli_win_zero	cli_tcp_full	cli_tcp_tot_bytes	cli_pl_tot	cli_pl_change	srv_tcp_pkts	srv_tcp_ooo	srv_tcp_retr	srv_tcp_frag	srv_tcp_empty	srv_win_change	srv_win_zero	srv_tcp_full	srv_tcp_tot_bytes	srv_pl_tot	srv_pl_change	srv_tcp_win	srv_tx_time	cli_tcp_win	client_latency	application_latency	cli_tx_time	load_time	server_latency	proxy	sp_healthscore	sp_req_duration	sp_is_lat	sp_error	throughput
388	165	165	295	110	110	1	1294	1	0	6	0	0	3	0	0	0	1	0	0	0	721	553	2	3	0	0	0	1	0	0	0	573	405	2	32256	0.035	64512	0.063	0.8	0.008	0.969	0.4	0	0	0	0	0	1335.39731682
388	177	177	295	119	119	1	1495	1	0	9	0	0	5	0	0	0	3	1	0	0	853	565	2	4	0	0	0	2	1	0	0	642	414	2	32768	0.013	65536	0.071	28.985	0.071	29.211	0.034	0	0	0	0	0	51.1793502448
419	75	75	733	251	251	1	3748	1	0	8	2	0	4	0	1	0	2	0	0	0	1378	549	1	4	0	1	0	2	0	0	0	2370	1045	1	852	0.0	852	114.409	202.832	0.0	431.65	96.69	0	0	0	0	0	8.68296073207
419	75	75	733	251	251	1	1874	1	0	4	0	0	2	0	0	0	1	0	0	0	689	549	1	2	0	0	0	1	0	0	0	1185	1045	1	0	0.0	0	114.418	202.817	0.0	431.653	96.685	0	0	0	0	0	4.34145019263
119	80022	80022	492	54971	54971	1	296160	1	0	356	95	0	192	0	56	0	80	38	0	110	173738	80141	2	164	0	39	0	86	7	0	76	122422	55463	2	140160	577.819	140160	142.849	268.987	580.911	1713.415	0.023	0	0	0	0	0	172.847792274
119	80022	80022	492	54971	54971	1	148080	1	0	178	0	0	96	0	0	0	40	37	0	55	86869	80141	2	82	0	0	0	43	7	0	38	61211	55463	2	140160	577.826	140160	142.969	268.686	580.549	1712.999	0.005	0	0	0	0	0	86.4448840892
119	80022	80022	492	54971	54971	1	296160	1	0	356	95	0	192	0	56	0	80	38	0	110	173738	80141	2	164	0	39	0	86	7	0	76	122422	55463	2	140160	577.968	140160	142.964	268.718	580.523	1713.137	0.003	0	0	0	0	0	172.87584122
119	80109	80109	492	54971	54971	1	147887	1	0	174	0	0	93	0	0	0	37	34	0	55	86746	80228	2	81	0	0	0	42	6	0	38	61141	55463	2	142208	551.395	142208	136.575	266.46	552.87	1643.875	0.001	0	0	0	0	0	89.9624363166
119	80109	80109	492	54971	54971	1	295774	1	0	348	95	0	186	0	56	0	74	43	0	110	173492	80228	2	162	0	39	0	84	4	0	76	122282	55463	2	142208	551.549	142208	136.572	266.486	552.874	1644.053	0.002	0	0	0	0	0	179.905392344
119	80109	80109	492	54971	54971	1	295774	1	0	348	95	0	186	0	56	0	74	35	0	110	173492	80228	2	162	0	39	0	84	5	0	76	122282	55463	2	142208	551.137	142208	136.418	266.846	553.234	1644.053	0.067	0	0	0	0	0	179.905392344
119	79999	79999	492	54971	54971	1	147509	1	0	170	0	0	88	0	0	0	32	29	0	55	86298	80118	2	82	0	0	0	43	8	0	38	61211	55463	2	142208	554.792	142208	136.759	233.522	556.642	1618.474	0.014	0	0	0	0	0	91.140790646
119	79999	79999	492	54971	54971	1	295018	1	0	340	95	0	176	0	56	0	64	30	0	110	172596	80118	2	164	0	39	0	86	6	0	76	122422	55463	2	142208	554.713	142208	136.693	233.973	556.912	1618.984	0.078	0	0	0	0	0	182.224160338
119	79999	79999	492	54971	54971	1	295018	1	0	340	95	0	176	0	56	0	64	30	0	110	172596	80118	2	164	0	39	0	86	7	0	76	122422	55463	2	142208	554.845	142208	136.755	233.506	556.662	1618.523	0.003	0	0	0	0	0	182.276062805
134	0	0	107	124	124	1	1147	1	0	13	0	0	7	0	0	0	6	1	0	0	562	134	1	6	0	0	0	5	1	0	0	585	231	1	6432	0.0	823296	0.04	39.446	0.0	39.526	9.486	0	0	0	0	0	29.0188736528
134	0	0	107	124	124	1	1199	1	0	13	0	0	7	0	0	0	6	1	0	0	590	134	1	6	0	0	0	5	1	0	0	609	231	1	6432	0.0	823296	0.044	39.437	0.0	39.525	9.481	0	0	0	0	0	30.3352308665
146	0	0	985	91567	0	1	101184	1	0	121	0	0	49	0	0	0	48	19	0	0	3584	146	1	72	0	0	0	4	17	0	60	97600	92552	16	63712	225.894	8155136	0.027	1041.743	0.0	1267.691	15.168	1	0	0	0	0	79.8175580642
146	0	0	985	91567	0	1	202368	1	0	242	69	0	98	0	1	0	96	19	0	0	7168	146	1	144	0	68	0	8	7	0	120	195200	92552	16	63712	226.254	8155136	0.063	1040.868	0.0	1267.248	14.937	1	0	0	0	0	159.690920798
146	0	0	985	91567	0	1	202368	1	0	242	69	0	98	0	1	0	96	19	0	0	7168	146	1	144	0	68	0	8	10	0	120	195200	92552	16	63712	225.966	8155136	0.001	1041.739	0.0	1267.707	15.165	1	0	0	0	0	159.63310134
119	80059	80059	492	54971	54971	1	294554	1	0	332	95	0	172	0	56	0	60	28	0	110	172412	80178	2	160	0	39	0	82	5	0	76	122142	55463	2	142208	564.448	142208	138.712	258.394	564.416	1664.682	0.067	0	0	0	0	0	176.943103848
119	80059	80059	492	54971	54971	1	294554	1	0	332	95	0	172	0	56	0	60	28	0	110	172412	80178	2	160	0	39	0	82	6	0	76	122142	55463	2	142208	564.59	142208	138.79	258.097	564.126	1664.393	0.001	0	0	0	0	0	176.973827696
119	80059	80059	492	54971	54971	1	147277	1	0	166	0	0	86	0	0	0	30	27	0	55	86206	80178	2	80	0	0	0	41	5	0	38	61071	55463	2	142208	564.495	142208	138.794	258.137	564.075	1664.295	0.026	0	0	0	0	0	88.4921242929
119	80020	80020	492	54971	54971	1	295316	1	0	344	95	0	180	0	56	0	68	32	0	110	172894	80139	2	164	0	39	0	86	5	0	76	122422	55463	2	140160	602.796	140160	148.68	266.297	604.263	1770.716	0.031	0	0	0	0	0	166.777732849
119	80020	80020	492	54971	54971	1	295316	1	0	344	95	0	180	0	56	0	68	34	0	110	172894	80139	2	164	0	39	0	86	5	0	76	122422	55463	2	140160	602.886	140160	148.766	266.007	603.915	1770.34	0.002	0	0	0	0	0	166.813154535
119	80020	80020	492	54971	54971	1	147658	1	0	172	0	0	90	0	0	0	34	31	0	55	86447	80139	2	82	0	0	0	43	4	0	38	61211	55463	2	140160	602.893	140160	148.769	265.962	603.95	1770.343	0.011	0	0	0	0	0	83.406435928
119	80105	80105	492	54532	54971	1	147393	1	0	167	1	0	85	0	0	0	29	26	0	55	86182	80224	2	82	0	1	0	43	5	0	38	61211	55024	1	140160	599.547	140160	149.53	262.478	604.844	1765.929	0.005	0	0	0	0	0	83.4648505121
119	80105	80105	492	54532	54971	1	294786	1	0	334	96	0	170	0	56	0	58	27	0	110	172364	80224	2	164	0	40	0	86	5	0	76	122422	55024	1	140160	599.513	140160	149.309	262.95	605.023	1766.104	0.034	0	0	0	0	0	166.913160267
119	80105	80105	492	54532	54971	1	294786	1	0	334	96	0	170	0	56	0	58	27	0	110	172364	80224	2	164	0	40	0	86	5	0	76	122422	55024	1	140160	599.651	140160	149.444	262.376	604.949	1765.864	0.002	0	0	0	0	0	166.935845569
186	0	0	253	1231	1231	1	5052	1	0	24	3	0	14	0	1	0	12	2	0	0	1368	186	1	10	0	2	0	6	2	0	0	3684	1484	2	288	0.009	9216	0.073	133.058	0.0	133.213	3.923	0	0	0	0	0	37.9242266145
186	0	0	253	1231	1231	1	5052	1	0	24	3	0	14	0	1	0	12	2	0	0	1368	186	1	10	0	2	0	6	2	0	0	3684	1484	2	288	0.011	9216	0.073	132.965	0.0	133.122	3.941	0	0	0	0	0	37.9501509893
180	0	0	337	531	531	1	3528	1	0	20	2	0	12	0	1	0	10	2	0	0	1216	180	1	8	0	1	0	6	2	0	0	2312	868	1	4096	0.0	8192	0.103	9.889	0.0	10.095	3.374	0	0	0	0	0	349.479940565
180	0	0	337	531	531	1	3528	1	0	20	2	0	12	0	1	0	10	2	0	0	1216	180	1	8	0	1	0	6	2	0	0	2312	868	1	4096	0.0	8192	0.089	9.876	0.0	10.054	3.411	0	0	0	0	0	350.905112393
180	0	0	337	531	531	1	3528	1	0	20	2	0	12	0	1	0	10	2	0	0	1216	180	1	8	0	1	0	6	2	0	0	2312	868	1	4096	0.0	8192	0.086	10.167	0.0	10.339	3.338	0	0	0	0	0	341.232227488
180	0	0	337	531	531	1	3528	1	0	20	2	0	12	0	1	0	10	2	0	0	1216	180	1	8	0	1	0	6	2	0	0	2312	868	1	4096	0.0	8192	0.093	8.162	0.0	8.348	3.916	0	0	0	0	0	422.616195496
180	0	0	337	531	531	1	3528	1	0	20	2	0	12	0	1	0	10	2	0	0	1216	180	1	8	0	1	0	6	2	0	0	2312	868	1	4096	0.0	8192	0.079	8.08	0.0	8.238	3.313	0	0	0	0	0	428.259286235
180	0	0	337	531	531	1	3528	1	0	20	2	0	12	0	1	0	10	2	0	0	1216	180	1	8	0	1	0	6	2	0	0	2312	868	1	4096	0.0	8192	0.061	8.152	0.0	8.274	3.312	0	0	0	0	0	426.395939086
180	0	0	337	531	531	1	3528	1	0	20	2	0	12	0	1	0	10	2	0	0	1216	180	1	8	0	1	0	6	2	0	0	2312	868	1	4096	0.0	8192	0.089	8.099	0.0	8.277	3.673	0	0	0	0	0	426.241391809
180	0	0	337	531	531	1	3528	1	0	20	2	0	12	0	1	0	10	2	0	0	1216	180	1	8	0	1	0	6	2	0	0	2312	868	1	4096	0.0	8192	0.086	12.114	0.0	12.286	3.374	0	0	0	0	0	287.156112649
172	0	0	339	170349	170349	1	370872	1	0	416	119	0	174	0	1	0	172	43	0	0	12540	172	1	242	0	118	0	6	31	0	234	358332	170688	2	64000	45.511	128000	0.001	9.852	0.0	55.365	3.175	0	0	0	0	0	6698.67244649
172	0	0	339	170349	170349	1	368492	1	0	382	119	0	140	0	1	0	138	35	0	0	10160	172	1	242	0	118	0	6	23	0	234	358332	170688	2	49664	42.768	99328	0.001	10.2	0.0	52.97	3.333	0	0	0	0	0	6956.61695299
172	0	0	339	170349	170349	1	365692	1	0	342	119	0	100	0	1	0	98	46	0	0	7360	172	1	242	0	118	0	6	34	0	234	358332	170688	2	59392	189.878	118784	0.009	12.497	0.0	202.393	3.983	0	0	0	0	0	1806.84114569
388	205	205	295	121	121	1	1597	1	0	10	0	0	5	0	0	0	3	0	0	0	887	593	2	5	0	0	0	3	0	0	0	710	416	2	32768	0.027	65536	0.068	1.097	0.126	1.386	0.025	0	0	0	0	0	1152.23665224
119	78491	79939	492	54971	54971	1	146619	1	0	179	0	39	97	39	0	0	42	39	0	54	85408	78610	2	82	0	0	0	43	5	0	38	61211	55463	2	142208	562.213	142208	138.785	286.198	564.27	1690.251	0.026	0	0	0	0	0	86.7439214649
119	79939	79939	492	54971	54971	1	296274	1	0	360	95	0	196	0	56	0	84	40	0	110	173852	80058	2	164	0	39	0	86	5	0	76	122422	55463	2	142208	562.143	142208	138.682	286.563	564.601	1690.671	0.044	0	0	0	0	0	175.240481442
119	79939	79939	492	54971	54971	1	296274	1	0	360	95	0	196	0	56	0	84	40	0	110	173852	80058	2	164	0	39	0	86	6	0	76	122422	55463	2	142208	562.251	142208	138.781	286.151	564.324	1690.288	0.003	0	0	0	0	0	175.280188938
388	149	149	295	144	144	1	1492	1	0	9	0	0	5	0	0	0	3	1	0	0	825	537	2	4	0	0	0	2	1	0	0	667	439	2	32384	0.021	64768	0.075	0.916	0.097	1.184	0.035	0	0	0	0	0	1260.13513514
295	0	0	409	9525	9525	1	11393	1	0	19	0	0	9	0	0	0	8	1	0	0	867	295	1	10	0	0	0	3	1	0	0	10526	9934	2	62826	0.352	62826	86.689	573.429	0.0	747.159	0.085	0	0	0	0	0	15.2484277108
295	0	0	409	9525	9525	1	22802	1	0	38	8	0	18	0	1	0	16	2	0	0	1734	295	1	20	0	7	0	6	2	0	0	21068	9934	2	62826	0.473	62826	86.684	573.443	0.0	747.284	0.09	0	0	0	0	0	30.5131650082
295	0	0	409	9525	9525	1	22802	1	0	38	8	0	18	0	1	0	16	2	0	0	1734	295	1	20	0	7	0	6	2	0	0	21068	9934	2	62826	0.911	62826	86.54	574.127	0.0	748.118	0.376	0	0	0	0	0	30.4791490113
186	0	0	354	14511	14511	1	17167	1	0	30	0	0	15	0	0	0	14	11	0	0	1244	186	1	15	0	0	0	4	2	0	10	15923	14865	2	46464	174.651	46464	86.621	615.255	0.0	963.148	0.093	0	0	0	0	0	17.8238443105
186	0	0	354	14511	14511	1	34334	1	0	60	12	0	30	0	1	0	28	12	0	0	2488	186	1	30	0	11	0	8	3	0	20	31846	14865	2	46464	174.641	46464	86.616	615.272	0.0	963.145	0.099	0	0	0	0	0	35.6477996563
186	0	0	354	14511	14511	1	34334	1	0	60	12	0	30	0	1	0	28	12	0	0	2488	186	1	30	0	11	0	8	3	0	20	31846	14865	2	46464	174.552	46464	86.517	615.885	0.0	963.471	0.41	0	0	0	0	0	35.6357378686
119	79993	79993	492	54532	54971	1	295542	1	0	348	96	0	188	0	56	0	76	44	0	110	173400	80112	2	160	0	40	0	82	6	0	76	122142	55024	1	142208	576.227	142208	142.771	399.253	579.707	1840.729	0.003	0	0	0	0	0	160.557040173
119	79993	79993	492	54532	54971	1	147771	1	0	174	1	0	94	0	0	0	38	35	0	55	86700	80112	2	80	0	1	0	41	7	0	38	61071	55024	1	142208	576.098	139264	142.776	399.327	579.623	1840.6	0.023	0	0	0	0	0	80.284146474
119	79993	79993	492	54532	54971	1	295542	1	0	348	96	0	188	0	56	0	76	37	0	110	173400	80112	2	160	0	40	0	82	5	0	76	122142	55024	1	142208	576.079	142208	142.67	399.712	579.88	1841.011	0.042	0	0	0	0	0	160.532446574
1234	365	365	716	11153	11153	1	14993	1	0	20	0	0	8	0	0	0	6	1	0	0	2222	1722	2	12	0	0	0	2	0	0	8	12771	2920	1	65536	0.61	65536	0.002	206.758	0.06	207.432	0.19	0	0	0	0	0	72.2791083343
1234	365	365	716	11153	11153	1	29986	1	0	40	12	0	16	0	2	0	12	1	0	0	4444	1722	2	24	0	10	0	4	0	0	16	25542	2920	1	65536	0.748	65536	0.149	206.18	0.181	207.407	1.75	0	0	0	0	0	144.575641131
1234	365	365	716	11153	11153	1	14985	1	0	20	0	0	8	0	0	0	6	1	0	0	2222	1722	2	12	0	0	0	2	0	0	8	12763	2920	1	65536	0.689	65536	0.228	206.239	0.059	207.443	0.059	0	0	0	0	0	72.2367108073
1188	367	367	648	11159	11159	1	14815	1	0	19	0	0	8	0	0	0	6	2	0	0	2174	1674	2	11	0	0	0	2	1	0	7	12641	2920	1	65536	22.789	65536	11.288	186.056	0.064	231.485	0.042	0	0	0	0	0	63.9998272026
1188	367	367	648	11159	11159	1	29646	1	0	38	11	0	16	0	2	0	12	2	0	0	4348	1674	2	22	0	9	0	4	1	0	14	25298	2920	1	65536	22.771	65536	11.279	186.006	0.17	231.505	0.003	0	0	0	0	0	128.057709337
1188	367	367	648	11159	11159	1	14823	1	0	19	0	0	8	0	0	0	6	2	0	0	2174	1674	2	11	0	0	0	2	1	0	7	12649	2920	1	65536	22.99	65536	11.001	186.724	0.049	231.765	0.215	0	0	0	0	0	63.9570254352
1188	367	367	648	11159	11159	1	14823	1	0	19	0	0	8	0	0	0	6	2	0	0	2174	1674	2	11	0	0	0	2	1	0	7	12649	2920	1	65536	22.644	65536	11.085	186.706	0.048	231.568	0.209	0	0	0	0	0	64.011435086
1190	368	368	649	11186	11186	1	14863	1	0	19	0	0	8	0	0	0	6	2	0	0	2190	1690	2	11	0	0	0	2	1	0	7	12673	2920	1	65536	23.896	65536	10.901	202.95	0.081	248.729	101.471	0	0	0	0	0	59.7557984795
1190	368	368	649	11186	11186	1	29742	1	0	38	11	0	16	0	2	0	12	2	0	0	4380	1690	2	22	0	9	0	4	1	0	14	25362	2920	1	65536	23.856	65536	10.887	202.914	0.175	248.719	0.002	0	0	0	0	0	119.580731669
1190	368	368	649	11186	11186	1	14871	1	0	19	0	0	8	0	0	0	6	2	0	0	2190	1690	2	11	0	0	0	2	1	0	7	12681	2920	1	65536	23.929	65536	10.635	203.613	0.07	248.882	0.217	0	0	0	0	0	59.7512073995
1190	368	368	649	11186	11186	1	14871	1	0	19	0	0	8	0	0	0	6	2	0	0	2190	1690	2	11	0	0	0	2	1	0	7	12681	2920	1	65536	23.608	65536	10.673	203.858	0.073	248.885	0.224	0	0	0	0	0	59.7504871728
1185	362	362	643	10699	10699	1	14274	1	0	19	0	0	8	0	0	0	6	2	0	0	2174	1674	2	11	0	0	0	2	1	0	7	12100	2920	1	65536	22.475	65536	10.707	242.916	0.14	286.945	0.227	0	0	0	0	0	49.7447245988
1185	362	362	643	10699	10699	1	14274	1	0	19	0	0	8	0	0	0	6	2	0	0	2174	1674	2	11	0	0	0	2	1	0	7	12100	2920	1	65536	22.415	65536	10.729	242.931	0.134	286.938	0.264	0	0	0	0	0	49.7459381469
1185	362	362	643	10699	10699	1	14266	1	0	19	0	0	8	0	0	0	6	2	0	0	2174	1674	2	11	0	0	0	2	1	0	7	12092	2920	1	65536	22.582	65536	10.903	242.216	0.156	286.76	121.104	0	0	0	0	0	49.7489189566
1185	362	362	643	10699	10699	1	28548	1	0	38	11	0	16	0	2	0	12	2	0	0	4348	1674	2	22	0	9	0	4	1	0	14	24200	2920	1	65536	22.537	65536	10.891	242.261	0.17	286.75	0.027	0	0	0	0	0	99.5571054926
909	1300	1300	771	1099	0	1	5558	1	0	15	0	0	8	0	0	0	6	6	0	0	2916	2356	2	7	0	0	0	2	0	0	1	2642	1702	3	1048576	0.937	131072	14.981	31.99	0.398	63.287	0.056	0	0	0	0	0	87.8221435682
909	1300	1300	771	1099	0	1	11116	1	0	30	7	0	16	0	2	0	12	6	0	0	5832	2356	2	14	0	5	0	4	0	0	2	5284	1702	3	1048576	0.915	131072	14.993	32.009	0.398	63.308	0.055	0	0	0	0	0	175.586023883
119	80038	80038	492	54971	54971	1	296192	1	0	356	95	0	190	0	56	0	78	45	0	110	173630	80157	2	166	0	39	0	88	5	0	76	122562	55463	2	142208	551.995	142208	136.689	229.459	555.864	1610.696	0.002	0	0	0	0	0	183.890690732
119	80038	80038	492	54971	54971	1	296192	1	0	356	95	0	190	0	56	0	78	37	0	110	173630	80157	2	166	0	39	0	88	5	0	76	122562	55463	2	142208	551.848	142208	136.431	229.957	556.072	1610.739	0.061	0	0	0	0	0	183.885781619
119	78590	80038	492	54971	54971	1	146578	1	0	177	0	34	94	34	0	0	39	36	0	54	85297	78709	2	83	0	0	0	44	5	0	38	61281	55463	2	142208	551.839	142208	136.693	229.468	555.844	1610.537	0.024	0	0	0	0	0	91.0118798885
1313	693	693	571	43	43	1	3676	1	0	15	0	0	8	0	0	0	6	1	0	0	2574	2006	2	7	0	0	0	6	1	0	0	1102	614	1	30464	0.0	30464	0.13	343.174	0.043	343.477	0.061	0	0	0	0	0	10.702317768
1313	693	693	571	43	43	1	3680	1	0	15	0	0	8	0	0	0	6	1	0	0	2574	2006	2	7	0	0	0	6	1	0	0	1106	614	1	30464	0.0	30464	0.061	343.915	0.049	344.086	0.288	0	0	0	0	0	10.6950006684
1313	693	693	571	43	43	1	7360	1	0	30	3	0	16	0	2	0	12	2	0	0	5148	2006	2	14	0	1	0	12	2	0	0	2212	614	1	30464	0.0	30464	0.126	343.168	0.051	343.471	0.059	0	0	0	0	0	21.4283010793
119	77125	80021	492	54971	54971	1	145043	1	0	176	0	44	95	44	0	0	41	38	0	53	83902	77244	2	81	0	0	0	42	4	0	38	61141	55463	2	142208	572.164	142208	141.506	246.16	574.905	1676.241	0.025	0	0	0	0	0	86.5287270744
119	80021	80021	492	54971	54971	1	296158	1	0	356	95	0	194	0	56	0	82	39	0	110	173876	80140	2	162	0	39	0	84	5	0	76	122282	55463	2	142208	572.212	142208	141.414	246.525	575.171	1676.736	0.024	0	0	0	0	0	176.627686171
119	80021	80021	492	54971	54971	1	296158	1	0	356	95	0	194	0	56	0	82	61	0	110	173876	80140	2	162	0	39	0	84	5	0	76	122282	55463	2	142208	572.338	142208	141.502	246.05	575.025	1676.417	0.001	0	0	0	0	0	176.661296086
296	0	0	247	951	951	1	2170	1	0	10	0	0	5	0	0	0	4	1	0	0	634	296	1	5	0	0	0	4	1	0	0	1536	1198	1	263552	0.0	8236	0.11	0.617	0.0	0.837	0.05	0	0	0	0	0	2592.59259259
296	0	0	247	951	951	1	2210	1	0	10	0	0	5	0	0	0	4	1	0	0	654	296	1	5	0	0	0	4	1	0	0	1556	1198	1	263552	0.0	8236	0.028	1.177	0.0	1.233	0.239	0	0	0	0	0	1792.37631792
154	0	0	247	951	951	1	2068	1	0	10	0	0	5	0	0	0	4	1	0	0	512	154	1	5	0	0	0	4	1	0	0	1556	1198	1	260	0.0	8320	5.664	2.658	0.0	13.986	0.037	0	0	0	0	0	147.862147862
296	0	0	247	951	951	1	4420	1	0	20	2	0	10	0	1	0	8	2	0	0	1308	296	1	10	0	1	0	8	2	0	0	3112	1198	1	263552	0.0	8236	0.027	1.17	0.0	1.224	0.232	0	0	0	0	0	3611.11111111
154	0	0	247	951	951	1	4136	1	0	20	2	0	10	0	1	0	8	2	0	0	1024	154	1	10	0	1	0	8	2	0	0	3112	1198	1	260	0.0	8320	5.58	3.203	0.0	14.363	0.19	0	0	0	0	0	287.962124904
296	0	0	247	951	951	1	2210	1	0	10	0	0	5	0	0	0	4	1	0	0	654	296	1	5	0	0	0	4	1	0	0	1556	1198	1	263552	0.0	8236	0.12	0.64	0.0	0.88	0.052	0	0	0	0	0	2511.36363636
154	0	0	247	951	951	1	4136	1	0	20	2	0	10	0	1	0	8	2	0	0	1024	154	1	10	0	1	0	8	2	0	0	3112	1198	1	260	0.0	8320	5.661	2.678	0.0	14.0	0.04	0	0	0	0	0	295.428571429
300	0	0	248	951	951	1	2175	1	0	10	0	0	5	0	0	0	4	1	0	0	638	300	1	5	0	0	0	4	1	0	0	1537	1199	1	263680	0.0	8240	0.098	0.467	0.0	0.663	0.038	0	0	0	0	0	3280.54298643
300	0	0	248	951	951	1	2145	1	0	9	0	0	5	0	0	0	4	1	0	0	658	300	1	4	0	0	0	3	0	0	0	1487	1199	1	186880	0.0	8240	0.036	0.999	0.0	1.071	0.202	0	0	0	0	0	2002.80112045
158	0	0	248	951	951	1	2073	1	0	10	0	0	5	0	0	0	4	1	0	0	516	158	1	5	0	0	0	4	1	0	0	1557	1199	1	260	0.0	8320	6.642	2.47	0.0	15.754	0.041	0	0	0	0	0	131.585629047
158	0	0	248	951	951	1	4146	1	0	20	2	0	10	0	1	0	8	2	0	0	1032	158	1	10	0	1	0	8	2	0	0	3114	1199	1	260	0.0	8320	6.639	2.492	0.0	15.77	0.047	0	0	0	0	0	262.904248573
300	0	0	248	951	951	1	4430	1	0	20	2	0	10	0	1	0	8	2	0	0	1316	300	1	10	0	1	0	8	2	0	0	3114	1199	1	263680	0.0	8240	0.034	0.993	0.0	1.061	0.194	0	0	0	0	0	4175.3063148
158	0	0	248	951	951	1	4146	1	0	20	2	0	10	0	1	0	8	2	0	0	1032	158	1	10	0	1	0	8	2	0	0	3114	1199	1	260	0.0	8320	6.555	3.05	0.0	16.16	0.218	0	0	0	0	0	256.559405941
300	0	0	248	951	951	1	2215	1	0	10	0	0	5	0	0	0	4	1	0	0	658	300	1	5	0	0	0	4	1	0	0	1557	1199	1	263680	0.0	8240	0.098	0.493	0.0	0.689	0.042	0	0	0	0	0	3214.80406386
165	0	0	248	951	951	1	2080	1	0	10	0	0	5	0	0	0	4	1	0	0	523	165	1	5	0	0	0	4	1	0	0	1557	1199	1	260	0.0	8320	6.621	2.199	0.0	15.441	0.043	0	0	0	0	0	134.706301405
307	0	0	248	951	951	1	2222	1	0	10	0	0	5	0	0	0	4	1	0	0	665	307	1	5	0	0	0	4	1	0	0	1557	1199	1	263680	0.0	8240	0.039	0.944	0.0	1.022	0.208	0	0	0	0	0	2174.16829746
307	0	0	248	951	951	1	2182	1	0	10	0	0	5	0	0	0	4	1	0	0	645	307	1	5	0	0	0	4	1	0	0	1537	1199	1	263680	0.0	8240	0.109	0.407	0.0	0.625	0.035	0	0	0	0	0	3491.2
307	0	0	248	951	951	1	2222	1	0	10	0	0	5	0	0	0	4	1	0	0	665	307	1	5	0	0	0	4	1	0	0	1557	1199	1	263680	0.0	8240	0.115	0.432	0.0	0.662	0.038	0	0	0	0	0	3356.49546828
307	0	0	248	951	951	1	4444	1	0	20	2	0	10	0	1	0	8	2	0	0	1330	307	1	10	0	1	0	8	2	0	0	3114	1199	1	263680	0.0	8240	0.038	0.931	0.0	1.007	0.196	0	0	0	0	0	4413.1082423
165	0	0	248	951	951	1	4160	1	0	20	2	0	10	0	1	0	8	2	0	0	1046	165	1	10	0	1	0	8	2	0	0	3114	1199	1	260	0.0	8320	6.617	2.231	0.0	15.465	0.046	0	0	0	0	0	268.994503718
165	0	0	248	951	951	1	4160	1	0	20	2	0	10	0	1	0	8	2	0	0	1046	165	1	10	0	1	0	8	2	0	0	3114	1199	1	260	0.0	8320	6.536	2.857	0.0	15.929	0.271	0	0	0	0	0	261.158892586
301	0	0	247	951	951	1	2215	1	0	10	0	0	5	0	0	0	4	1	0	0	659	301	1	5	0	0	0	4	1	0	0	1556	1198	1	263552	0.0	8236	0.028	0.973	0.0	1.029	0.211	0	0	0	0	0	2152.57531584
159	0	0	247	951	951	1	2073	1	0	10	0	0	5	0	0	0	4	1	0	0	517	159	1	5	0	0	0	4	1	0	0	1556	1198	1	260	0.0	8320	6.729	2.379	0.0	15.837	0.04	0	0	0	0	0	130.896003031
301	0	0	247	951	951	1	2215	1	0	10	0	0	5	0	0	0	4	1	0	0	659	301	1	5	0	0	0	4	1	0	0	1556	1198	1	263552	0.0	8236	0.137	0.456	0.0	0.73	0.04	0	0	0	0	0	3034.24657534
301	0	0	247	951	951	1	4430	1	0	20	2	0	10	0	1	0	8	2	0	0	1318	301	1	10	0	1	0	8	2	0	0	3112	1198	1	263552	0.0	8236	0.031	0.927	0.0	0.989	0.183	0	0	0	0	0	4479.27199191
301	0	0	247	951	951	1	2175	1	0	10	0	0	5	0	0	0	4	1	0	0	639	301	1	5	0	0	0	4	1	0	0	1536	1198	1	263552	0.0	8236	0.116	0.434	0.0	0.666	0.039	0	0	0	0	0	3265.76576577
159	0	0	247	951	951	1	4146	1	0	20	2	0	10	0	1	0	8	2	0	0	1034	159	1	10	0	1	0	8	2	0	0	3112	1198	1	260	0.0	8320	6.725	2.398	0.0	15.848	0.044	0	0	0	0	0	261.610297829
159	0	0	247	951	951	1	4146	1	0	20	2	0	10	0	1	0	8	2	0	0	1034	159	1	10	0	1	0	8	2	0	0	3112	1198	1	260	0.0	8320	6.598	2.914	0.0	16.11	0.198	0	0	0	0	0	257.355679702
388	178	178	295	400	400	1	1849	1	0	10	0	0	5	0	0	0	3	0	0	0	860	566	2	5	0	0	0	3	0	0	0	989	695	2	32768	0.056	65536	0.057	1.537	0.117	1.824	0.03	0	0	0	0	0	1013.70614035
388	181	181	295	122	122	1	1502	1	0	9	0	0	5	0	0	0	3	1	0	0	857	569	2	4	0	0	0	2	1	0	0	645	417	2	32256	0.03	64512	0.074	29.163	0.073	29.414	0.034	0	0	0	0	0	51.0641191269
1222	0	0	329	17833	17833	1	41812	1	0	50	15	0	20	0	1	0	18	1	0	0	3724	1222	1	30	0	14	0	2	1	0	0	38088	18162	3	65792	212.393	65792	23.457	42.873	0.0	302.18	4.743	0	0	0	0	0	138.367860216
